customer_id,gender,age,country,signup_date,last_purchase_date,acquisition_channel,device_type,subscription_type,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,coupon_code,support_tickets,refund_requested,delivery_delay_days,payment_method,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn,never_purchased,days_since_last_purchase,customer_tenure_days,revenue_per_visit,engagement_score
12804,Unknown,50,Bangladesh,2022-11-07,2024-12-19,Facebook Ads,Mobile,Monthly,0,21,4.27,0.6,0.21,0.41,495.53,46.07,1,REF10,2,0,4,SEPA,4.0,1,28.34,455.5,6,0,0,103,876,23.6,0.4
12805,Female,28,Germany,2022-07-07,2024-07-06,Google Ads,Desktop,Annual,0,17,7.83,3.11,0.85,0.35,498.1,84.1,0,SALE15,0,0,0,UPI,2.0,1,26.7,1260.09,9,1,0,269,999,29.3,0.6
12806,Unknown,23,Germany,2023-11-12,2024-04-08,Organic,Desktop,Monthly,0,16,12.05,4.43,0.47,0.08,928.78,79.42,1,NO_COUPON,4,1,2,BKash,4.0,3,14.62,1712.93,12,0,0,358,506,58.05,0.54
12807,Female,33,USA,2023-12-21,2024-10-28,Referral,Mobile,Monthly,1,14,9.55,4.98,0.35,0.22,228.57,37.59,1,REF10,1,0,1,SEPA,4.0,2,14.76,1749.4,4,0,0,155,467,16.33,0.44
12808,Male,30,USA,2023-06-05,2024-04-24,Google Ads,Tablet,Monthly,0,16,8.02,3.74,0.22,0.28,470.17,37.12,0,REF10,1,0,3,PayPal,4.0,6,27.31,1541.12,3,0,0,342,666,29.39,0.4
12809,Female,41,Bangladesh,2022-01-06,2024-09-01,Google Ads,Tablet,Annual,0,13,10.42,2.78,0.5,0.48,452.23,49.44,1,NEW20,1,0,1,Card,5.0,7,15.71,1231.16,8,0,0,212,1181,34.79,0.48
12810,Female,34,Bangladesh,2023-09-06,2023-02-26,Email,Tablet,Monthly,1,21,5.05,6.92,0.87,0.04,409.73,108.71,1,NO_COUPON,2,1,2,PayPal,4.0,0,14.35,1654.29,5,0,0,765,573,19.51,0.61
12811,Male,41,UK,2023-02-17,2023-06-19,Referral,Mobile,Monthly,0,12,8.97,3.01,0.88,0.3,498.1,46.64,0,NO_COUPON,1,0,1,BKash,3.0,2,19.41,1019.49,6,0,0,652,774,41.51,0.56
12812,Female,35,USA,2023-10-20,2025-02-18,Email,Tablet,Monthly,0,10,8.29,1.07,0.13,0.07,677.85,45.78,1,NO_COUPON,2,0,1,PayPal,4.0,9,25.53,1239.98,7,0,0,42,529,67.79,0.3
12813,Female,28,Germany,2022-10-07,2024-04-10,Organic,Desktop,Annual,0,12,5.19,1.37,0.05,0.43,312.51,38.11,1,REF10,3,0,6,UPI,5.0,2,18.15,601.23,1,0,0,356,907,26.04,0.25
12814,Male,29,UK,2022-02-20,2024-07-25,Facebook Ads,Tablet,Annual,0,8,8.49,6.03,0.81,0.27,498.1,59.6,1,REF10,5,1,1,BKash,5.0,7,17.82,880.13,1,1,0,250,1136,62.26,0.48
12815,Female,55,UK,2024-02-24,2024-07-29,Email,Mobile,Monthly,0,15,5.68,5.03,0.23,0.1,413.19,50.41,1,NEW20,0,0,0,UPI,3.0,5,14.01,191.23,1,0,0,246,402,27.55,0.35
12816,Female,37,India,2022-08-16,2025-02-10,Organic,Mobile,Monthly,0,16,3.34,4.82,0.83,0.29,951.4,64.59,0,SALE15,2,0,1,PayPal,2.0,9,10.52,815.1,14,1,0,50,959,59.46,0.51
12817,Female,15,Germany,2022-10-04,2024-04-26,Referral,Tablet,Annual,1,16,11.18,3.13,0.35,0.17,490.89,48.26,1,NO_COUPON,1,0,0,UPI,4.0,10,10.97,501.07,12,0,0,340,910,30.68,0.49
12818,Male,30,UK,2023-08-18,2024-02-27,Facebook Ads,Mobile,Annual,0,25,5.5,0.83,0.5,0.13,472.36,99.56,0,NO_COUPON,3,0,3,SEPA,3.0,2,21.23,1215.0,0,0,0,399,592,18.89,0.56
12819,Male,36,India,2022-11-14,2024-02-07,Organic,Desktop,Monthly,0,16,7.67,1.97,0.63,0.0,455.69,47.31,0,REF10,5,0,3,SEPA,4.0,7,13.11,1806.51,11,1,0,419,869,28.48,0.52
12820,Male,53,USA,2024-09-09,2024-12-02,Email,Mobile,Annual,1,13,11.9,0.87,0.74,0.34,853.96,18.53,1,NEW20,1,0,2,SEPA,4.0,7,10.97,1076.04,0,0,0,120,204,65.69,0.58
12821,Other,45,Germany,2022-12-13,2023-03-02,Organic,Desktop,Annual,0,10,2.76,3.93,0.48,0.19,624.56,68.79,0,NO_COUPON,2,0,3,BKash,4.0,6,29.28,1382.22,7,0,0,761,840,62.46,0.32
12822,Male,26,USA,2022-04-27,2023-09-01,Organic,Tablet,Annual,0,21,12.77,5.88,0.32,0.43,368.31,87.15,0,NO_COUPON,2,0,2,Card,4.0,5,15.41,1054.95,8,0,0,578,1070,17.54,0.57
12823,Female,59,India,2022-03-16,2024-02-19,Facebook Ads,Desktop,Annual,1,16,4.91,2.42,0.75,0.49,965.03,24.11,1,NO_COUPON,5,0,1,UPI,3.0,1,28.73,253.59,5,1,0,407,1112,60.31,0.51
12824,Male,35,Germany,2023-04-19,2023-06-26,Google Ads,Desktop,Annual,1,19,6.4,4.14,0.85,0.22,678.28,71.23,1,NO_COUPON,3,0,1,Card,1.0,9,26.91,1635.86,7,0,0,645,713,35.7,0.6
12825,Male,47,Bangladesh,2023-01-08,2024-11-01,Organic,Desktop,Monthly,0,15,10.48,5.28,0.91,0.21,1025.32,51.41,0,NO_COUPON,2,0,2,PayPal,5.0,2,5.3,1505.5,0,0,0,151,814,68.35,0.63
12826,Female,23,Bangladesh,2022-11-06,2024-07-07,Facebook Ads,Tablet,Annual,0,7,7.11,1.74,0.66,0.34,456.48,54.26,1,NEW20,2,1,2,UPI,4.0,6,18.41,651.14,12,0,0,268,877,65.21,0.4
12827,Female,11,Bangladesh,2024-06-25,2023-01-20,Facebook Ads,Desktop,Annual,0,16,6.88,4.86,0.06,0.23,335.15,23.93,0,REF10,1,0,3,Card,4.0,1,15.92,1639.01,9,0,0,802,280,20.95,0.33
12828,Male,21,UK,2022-06-20,2023-04-22,Referral,Desktop,Monthly,1,12,12.07,4.36,0.32,0.06,498.1,76.16,1,NO_COUPON,1,0,4,UPI,3.0,7,22.41,1810.4,14,0,0,710,1016,41.51,0.44
12830,Male,56,UK,2024-06-07,2024-08-30,Google Ads,Mobile,Annual,0,17,9.35,6.24,0.76,0.12,143.1,25.12,1,NO_COUPON,0,0,4,BKash,4.0,5,11.2,685.16,2,1,0,214,298,8.42,0.59
12831,Female,37,UK,2023-12-24,2024-06-15,Email,Desktop,Annual,0,17,7.8,5.09,0.59,0.44,485.31,22.41,0,NO_COUPON,0,1,4,UPI,4.0,6,15.85,2273.42,14,0,0,290,464,28.55,0.52
12832,Female,26,India,2024-06-22,2023-01-16,Organic,Desktop,Monthly,1,21,8.29,5.14,0.95,0.18,663.31,31.32,0,REF10,1,0,2,UPI,2.0,2,25.11,2494.78,2,0,0,806,283,31.59,0.69
12833,Male,40,Bangladesh,2023-10-25,2024-05-21,Organic,Tablet,Monthly,1,9,3.39,3.74,0.81,0.47,611.77,41.67,1,SALE15,2,0,3,Card,2.0,5,18.49,1014.94,0,0,0,315,524,67.97,0.41
12834,Male,37,Germany,2022-08-28,2023-02-26,Facebook Ads,Mobile,Annual,1,18,7.85,5.75,0.1,0.13,465.78,65.24,1,NEW20,1,0,2,PayPal,3.0,1,5.52,911.85,1,0,0,765,947,25.88,0.39
12835,Male,41,UK,2023-09-25,2023-10-02,Facebook Ads,Desktop,Monthly,0,18,12.0,1.12,0.85,0.47,622.22,42.21,1,NO_COUPON,1,1,4,PayPal,4.0,1,5.86,1537.24,0,0,0,547,554,34.57,0.68
12836,Other,47,India,2024-03-31,2025-01-04,Facebook Ads,Tablet,Annual,1,14,3.87,3.52,0.69,0.18,192.66,54.09,1,NO_COUPON,3,0,4,PayPal,5.0,9,5.82,1498.42,3,1,0,87,366,13.76,0.45
12837,Unknown,32,UK,2023-12-28,2023-01-13,Referral,Mobile,Annual,0,12,10.19,3.42,0.51,0.31,891.84,81.47,0,REF10,2,0,4,UPI,4.0,2,24.6,167.78,3,0,0,809,460,74.32,0.47
12839,Female,43,Germany,2024-02-16,2024-06-15,Google Ads,Desktop,Annual,0,21,5.14,2.94,0.11,0.07,601.26,74.6,1,NEW20,2,1,4,BKash,2.0,8,15.33,1332.11,10,0,0,290,410,28.63,0.38
12840,Male,43,Bangladesh,2022-06-01,2023-12-29,Facebook Ads,Desktop,Annual,1,16,1.75,5.27,0.08,0.41,498.1,62.83,0,REF10,1,0,3,SEPA,4.0,10,25.08,1990.59,12,0,0,459,1035,31.13,0.26
12841,Male,36,UK,2024-04-23,2023-11-28,Email,Mobile,Monthly,1,14,10.83,3.15,0.22,0.25,685.75,62.96,1,NO_COUPON,4,1,6,SEPA,4.0,7,25.47,1933.18,7,0,0,490,343,48.98,0.42
12842,Female,57,Germany,2022-03-17,2024-03-08,Facebook Ads,Mobile,Monthly,0,10,10.96,3.9,0.13,0.15,1123.64,80.03,0,NO_COUPON,1,0,1,UPI,1.0,3,29.09,1751.43,5,0,0,389,1111,112.36,0.34
12843,Other,31,USA,2024-01-06,2023-08-27,Organic,Tablet,Annual,0,10,3.04,7.98,0.42,0.49,298.66,51.61,0,NO_COUPON,2,0,2,UPI,3.0,1,16.85,1412.34,2,0,0,583,451,29.87,0.3
12844,Unknown,26,Germany,2023-10-04,2024-02-14,Organic,Desktop,Annual,0,7,6.99,4.06,0.92,0.08,100.08,32.24,0,NO_COUPON,3,1,3,SEPA,5.0,3,26.61,2207.9,2,0,0,412,545,14.3,0.48
12845,Female,39,Germany,2022-09-08,2024-06-30,Facebook Ads,Desktop,Monthly,0,11,10.07,3.33,0.54,0.1,903.74,72.08,0,NO_COUPON,1,0,1,SEPA,3.0,5,13.36,103.54,7,0,0,275,936,82.16,0.46
12846,Male,28,UK,2024-04-17,2023-06-18,Organic,Mobile,Monthly,0,19,12.55,2.99,0.93,0.44,485.5,72.9,1,REF10,2,0,4,Card,5.0,2,5.22,2608.85,2,0,0,653,349,25.55,0.72
12847,Female,40,Germany,2022-09-17,2024-01-29,Facebook Ads,Desktop,Monthly,0,16,12.1,3.7,0.99,0.36,455.0,81.98,0,NO_COUPON,0,0,2,BKash,4.0,3,9.39,1534.52,13,0,0,428,927,28.44,0.69
12848,Male,27,India,2022-11-13,2023-11-28,Facebook Ads,Desktop,Monthly,1,9,7.38,3.66,0.07,0.45,600.64,75.02,1,NO_COUPON,3,0,4,Card,5.0,7,18.41,1229.83,7,0,0,490,870,66.74,0.25
12849,Female,31,Germany,2023-12-18,2023-10-07,Referral,Mobile,Monthly,0,11,9.09,6.88,0.0,0.36,794.31,46.12,0,SALE15,2,0,4,Card,5.0,2,27.33,1719.04,3,0,0,542,470,72.21,0.28
12850,Male,54,USA,2022-05-06,2023-07-20,Referral,Tablet,Annual,1,10,8.28,4.23,0.73,0.15,498.1,68.46,1,NEW20,3,0,5,PayPal,5.0,10,8.07,1220.8,10,0,0,621,1061,49.81,0.48
12851,Female,31,Germany,2023-12-05,2023-06-08,Organic,Desktop,Monthly,0,12,8.55,3.36,0.97,0.46,329.08,66.28,0,SALE15,3,0,3,SEPA,4.0,6,13.7,324.68,13,0,0,663,483,27.42,0.58
12852,Male,27,Bangladesh,2023-07-02,2024-03-13,Organic,Tablet,Monthly,0,13,11.77,7.43,0.78,0.13,662.23,89.33,1,REF10,2,0,4,Card,4.0,1,8.17,919.9,12,0,0,384,639,50.94,0.59
12853,Male,35,UK,2023-07-07,2023-11-10,Google Ads,Tablet,Monthly,0,11,8.99,3.07,0.57,0.18,209.81,39.58,0,NO_COUPON,2,0,1,SEPA,3.0,6,24.6,2510.63,0,0,0,508,634,19.07,0.45
12854,Other,24,USA,2022-12-25,2023-04-08,Google Ads,Mobile,Monthly,0,20,14.59,1.76,0.81,0.35,27.87,27.96,0,NO_COUPON,2,0,3,Card,5.0,8,17.86,2485.58,11,0,0,724,828,1.39,0.73
12855,Male,28,India,2022-06-15,2023-01-11,Facebook Ads,Mobile,Monthly,0,14,13.92,3.27,0.76,0.12,577.41,61.17,1,NEW20,0,0,6,PayPal,2.0,9,17.06,390.09,13,0,0,811,1021,41.24,0.63
12856,Female,41,Germany,2022-12-04,2024-08-07,Google Ads,Mobile,Annual,0,14,6.31,1.39,0.36,0.03,277.66,52.8,1,NO_COUPON,4,0,1,UPI,5.0,1,18.27,1636.7,12,0,0,237,849,19.83,0.39
12857,Male,44,Germany,2023-10-17,2023-08-02,Email,Mobile,Annual,0,14,5.74,4.53,0.94,0.11,493.79,96.87,1,REF10,0,0,3,SEPA,4.0,6,28.95,2256.28,12,0,0,608,532,35.27,0.55
12858,Male,47,India,2024-03-26,2023-02-09,Referral,Mobile,Annual,0,17,5.15,3.93,0.06,0.01,188.14,107.51,0,SALE15,2,0,5,UPI,1.0,8,26.14,1242.85,5,1,0,782,371,11.07,0.32
12859,Male,28,Germany,2022-12-19,2024-03-14,Organic,Tablet,Monthly,0,13,9.22,4.55,0.2,0.41,807.06,83.2,0,SALE15,1,0,3,PayPal,5.0,10,21.39,87.71,6,0,0,383,834,62.08,0.37
12860,Male,41,Bangladesh,2024-01-16,2024-03-06,Google Ads,Tablet,Monthly,0,16,3.97,3.25,0.26,0.04,248.86,68.7,1,SALE15,0,0,0,BKash,5.0,7,15.37,1500.14,7,0,0,391,441,15.55,0.35
12861,Female,30,USA,2023-02-18,2024-03-20,Email,Tablet,Annual,1,17,6.31,4.3,0.17,0.48,505.21,56.22,0,NO_COUPON,1,0,3,PayPal,5.0,3,11.52,1084.71,9,0,0,377,773,29.72,0.37
12862,Male,29,Germany,2024-01-10,2024-12-20,Google Ads,Mobile,Monthly,0,16,6.08,6.38,0.7,0.47,678.5,58.17,0,REF10,3,0,0,BKash,3.0,7,10.1,359.93,8,0,0,102,447,42.41,0.51
12863,Unknown,47,India,2023-12-04,2024-08-08,Organic,Mobile,Annual,0,15,15.48,5.16,0.66,0.0,475.86,72.55,0,NO_COUPON,0,0,5,BKash,5.0,3,25.38,772.67,9,0,0,236,484,31.72,0.63
12864,Female,30,India,2022-01-25,2023-02-03,Google Ads,Desktop,Annual,0,11,6.35,5.46,0.97,0.23,373.13,76.14,1,NO_COUPON,0,0,4,SEPA,5.0,4,23.06,579.29,8,0,0,788,1162,33.92,0.53
12865,Male,38,USA,2024-02-11,2023-03-03,Referral,Desktop,Monthly,1,18,2.3,4.94,0.65,0.35,919.53,56.65,1,SALE15,5,0,2,BKash,3.0,2,28.99,52.56,6,1,0,760,415,51.08,0.46
12866,Female,37,Bangladesh,2023-06-14,2023-03-20,Google Ads,Tablet,Annual,0,9,7.84,6.31,0.52,0.0,498.1,47.32,1,NEW20,1,0,3,BKash,4.0,4,8.4,175.62,14,0,0,743,657,55.34,0.4
12867,Female,24,USA,2024-07-29,2023-06-22,Email,Tablet,Annual,0,24,5.41,4.27,0.35,0.27,1085.96,73.62,0,NO_COUPON,2,0,8,Card,4.0,7,19.99,862.98,0,0,0,649,246,45.25,0.5
12868,Female,45,Germany,2023-09-24,2024-08-29,Google Ads,Mobile,Annual,0,11,9.7,4.08,0.93,0.14,234.13,55.16,0,NEW20,3,0,2,BKash,3.0,9,16.07,2563.91,11,0,0,215,555,21.28,0.57
12869,Male,41,Bangladesh,2023-05-17,2024-05-31,Organic,Desktop,Monthly,1,21,7.57,3.99,0.52,0.27,498.1,49.15,0,NEW20,2,1,4,PayPal,5.0,6,19.22,1028.75,9,0,0,305,685,23.72,0.55
12870,Male,15,Bangladesh,2022-12-19,2023-11-03,Google Ads,Tablet,Annual,0,21,8.57,2.91,0.55,0.31,589.25,107.64,0,NEW20,4,1,4,PayPal,5.0,4,7.77,182.01,3,0,0,515,834,28.06,0.57
12871,Female,38,India,2023-08-19,2023-12-19,Email,Mobile,Monthly,0,16,3.12,3.73,0.75,0.49,833.05,90.27,0,NEW20,3,0,4,Card,5.0,9,16.73,1098.21,10,0,0,469,591,52.07,0.48
12872,Other,27,Bangladesh,2023-05-05,2023-02-27,Google Ads,Desktop,Monthly,0,12,7.22,6.11,0.45,0.07,281.5,85.5,1,SALE15,0,0,4,SEPA,3.0,6,23.85,578.12,6,0,0,764,697,23.46,0.4
12873,Female,46,Germany,2023-12-26,2023-05-03,Facebook Ads,Desktop,Monthly,1,18,11.55,3.01,0.49,0.11,1125.15,87.39,0,SALE15,2,0,0,BKash,4.0,1,29.89,553.46,13,0,0,699,462,62.51,0.56
12874,Male,21,Germany,2023-03-25,2024-08-27,Organic,Desktop,Monthly,0,16,6.6,3.93,0.29,0.24,419.83,78.1,0,REF10,2,0,3,BKash,4.0,6,23.03,1607.24,2,0,0,217,738,26.24,0.4
12875,Female,31,Germany,2023-04-27,2023-01-03,Facebook Ads,Tablet,Monthly,1,17,8.2,5.42,0.63,0.13,618.41,26.51,0,REF10,2,0,4,PayPal,3.0,0,10.39,1315.45,14,0,0,819,705,36.38,0.54
12876,Female,39,UK,2022-11-25,2023-01-23,Facebook Ads,Tablet,Monthly,0,15,9.06,3.9,0.04,0.27,857.93,1.49,0,NEW20,2,0,1,UPI,4.0,6,22.67,622.68,0,0,0,799,858,57.2,0.35
12877,Female,36,Bangladesh,2023-07-31,2023-09-23,Organic,Desktop,Annual,0,14,6.1,3.8,0.12,0.46,354.94,83.14,0,SALE15,2,0,3,BKash,3.0,4,6.93,788.21,11,0,0,556,610,25.35,0.31
12878,Male,43,Bangladesh,2023-01-02,2025-03-10,Organic,Mobile,Monthly,0,15,4.46,4.66,0.79,0.48,498.1,33.34,0,SALE15,1,0,2,PayPal,1.0,0,27.11,1471.21,12,0,0,22,820,33.21,0.5
12879,Female,20,Germany,2023-06-23,2023-02-17,Email,Tablet,Annual,1,9,15.65,5.23,0.73,0.14,1050.74,40.82,0,SALE15,1,0,1,PayPal,4.0,9,11.93,1112.35,3,0,0,774,648,116.75,0.58
12880,Male,52,India,2023-12-20,2023-09-10,Email,Mobile,Monthly,1,10,9.94,1.83,0.68,0.4,644.0,57.6,1,NO_COUPON,3,0,1,Card,3.0,2,11.96,1070.27,8,0,0,569,468,64.4,0.49
12881,Male,40,Bangladesh,2022-03-29,2024-07-01,Email,Mobile,Monthly,0,14,7.63,5.43,0.09,0.48,785.72,83.66,0,REF10,3,0,1,BKash,4.0,2,6.92,1402.37,8,0,0,274,1099,56.12,0.33
12882,Female,49,UK,2024-08-13,2023-03-29,Facebook Ads,Desktop,Monthly,0,14,12.02,4.29,0.09,0.17,547.48,56.14,0,NO_COUPON,0,0,9,SEPA,4.0,5,8.09,2042.68,11,0,0,734,231,39.11,0.4
12883,Male,44,Bangladesh,2024-08-12,2023-11-06,Google Ads,Desktop,Monthly,0,22,8.71,1.74,0.34,0.42,1172.86,71.11,1,NO_COUPON,5,0,3,UPI,3.0,0,10.92,1313.8,0,1,0,512,232,53.31,0.52
12884,Male,35,USA,2023-02-13,2024-06-15,Referral,Mobile,Annual,0,18,10.25,4.79,0.35,0.13,110.28,78.97,0,NO_COUPON,2,0,3,Card,1.0,1,9.72,1245.86,1,1,0,290,778,6.13,0.5
12885,Male,22,UK,2024-07-18,2024-10-04,Google Ads,Mobile,Monthly,0,17,9.82,5.58,0.44,0.16,294.78,64.86,0,REF10,1,1,4,UPI,4.0,0,16.58,1851.18,11,0,0,179,257,17.34,0.51
12886,Other,29,India,2022-08-24,2023-07-16,Referral,Desktop,Monthly,0,16,10.99,3.93,0.74,0.37,675.01,45.75,0,NO_COUPON,1,0,2,PayPal,3.0,6,15.24,891.57,5,0,0,625,951,42.19,0.6
12887,Female,51,UK,2022-02-19,2024-01-22,Referral,Tablet,Annual,1,8,4.71,4.67,0.93,0.31,100.01,79.21,1,NO_COUPON,2,0,4,PayPal,4.0,10,12.02,903.19,7,0,0,435,1137,12.5,0.46
12888,Male,49,UK,2022-07-02,2023-09-08,Referral,Tablet,Monthly,0,10,7.59,4.53,0.14,0.31,336.76,32.99,0,REF10,3,0,1,SEPA,4.0,1,24.01,1869.84,5,0,0,571,1004,33.68,0.29
12889,Female,29,Bangladesh,2023-01-29,2024-04-07,Referral,Tablet,Annual,0,12,10.79,5.83,0.47,0.19,534.2,84.83,0,REF10,2,0,0,UPI,4.0,1,15.41,1039.23,3,0,0,359,793,44.52,0.47
12891,Male,33,Germany,2024-05-26,2024-12-10,Email,Desktop,Monthly,0,13,5.26,3.58,0.87,0.29,394.97,46.17,1,SALE15,2,0,2,Card,5.0,5,21.7,1405.87,10,0,0,112,310,30.38,0.51
12892,Female,32,UK,2024-01-15,2023-01-23,Organic,Desktop,Annual,0,16,7.3,1.89,0.73,0.03,28.05,28.17,0,SALE15,0,0,2,PayPal,3.0,10,7.17,1615.31,0,0,0,799,442,1.75,0.54
12893,Female,33,Bangladesh,2022-07-05,2024-11-30,Facebook Ads,Desktop,Annual,0,18,8.1,2.69,0.46,0.37,542.72,54.34,0,SALE15,1,1,5,Card,4.0,4,16.52,1132.06,5,0,0,122,1001,30.15,0.5
12894,Female,40,Germany,2022-03-30,2025-03-08,Organic,Desktop,Annual,1,19,3.39,5.19,0.96,0.2,498.1,15.0,0,NEW20,2,1,3,UPI,5.0,0,23.9,1008.69,7,0,0,24,1098,26.22,0.59
12895,Male,44,India,2024-06-17,2023-06-16,Email,Mobile,Monthly,0,8,12.76,5.15,0.5,0.29,498.1,70.05,0,REF10,2,0,1,BKash,4.0,4,10.14,2611.84,4,0,0,655,288,62.26,0.45
12896,Female,45,USA,2022-03-27,2023-06-17,Google Ads,Mobile,Monthly,0,10,4.37,2.31,0.19,0.11,784.47,51.52,0,NO_COUPON,0,1,2,BKash,4.0,3,7.59,2063.03,1,0,0,654,1101,78.45,0.25
12897,Female,39,UK,2023-09-08,2024-07-13,Email,Desktop,Annual,0,24,11.55,2.86,0.01,0.37,880.41,32.49,0,NO_COUPON,1,0,5,PayPal,4.0,6,10.12,1593.55,10,0,0,262,571,36.68,0.49
12898,Male,17,Germany,2023-09-14,2023-08-01,Google Ads,Desktop,Monthly,1,16,12.77,3.48,0.18,0.4,164.04,28.51,0,REF10,1,0,1,PayPal,4.0,5,7.3,849.09,4,1,0,609,565,10.25,0.46
12899,Male,32,Germany,2022-04-30,2023-02-06,Facebook Ads,Desktop,Monthly,0,11,5.54,6.11,1.0,0.43,711.38,99.34,0,NO_COUPON,1,0,6,BKash,5.0,8,20.04,1767.62,9,0,0,785,1067,64.67,0.53
12900,Male,58,India,2022-03-29,2024-02-10,Referral,Mobile,Annual,0,15,10.37,3.18,0.95,0.26,702.62,53.85,0,SALE15,1,0,3,PayPal,5.0,5,9.16,2255.0,12,0,0,416,1099,46.84,0.64
12901,Male,39,India,2022-02-25,2023-02-21,Organic,Mobile,Monthly,1,10,10.1,2.27,0.93,0.47,983.33,26.65,1,NO_COUPON,1,0,4,PayPal,2.0,8,10.01,2321.49,14,0,0,770,1131,98.33,0.57
12902,Female,39,USA,2022-06-04,2025-02-08,Referral,Tablet,Annual,1,9,7.79,6.21,0.07,0.38,405.69,87.73,0,NEW20,4,0,2,BKash,3.0,3,13.63,1199.79,14,0,0,52,1032,45.08,0.26
12903,Male,39,USA,2022-03-31,2023-01-14,Facebook Ads,Mobile,Monthly,0,10,12.32,3.86,0.16,0.22,599.86,52.32,1,SALE15,0,0,6,PayPal,4.0,5,21.84,1717.28,1,0,0,808,1097,59.99,0.37
12904,Male,39,Bangladesh,2024-06-30,2024-06-13,Facebook Ads,Tablet,Annual,1,15,9.95,3.71,0.89,0.41,523.21,62.51,1,REF10,0,0,4,Card,5.0,1,14.51,1592.32,2,0,0,292,275,34.88,0.62
12905,Female,11,USA,2022-10-21,2023-04-24,Google Ads,Tablet,Annual,1,11,9.27,3.24,0.78,0.13,536.79,27.76,0,SALE15,2,0,5,BKash,5.0,0,22.1,667.65,3,0,0,708,893,48.8,0.52
12906,Male,33,USA,2022-12-27,2023-06-27,Google Ads,Desktop,Annual,0,14,13.04,2.91,0.67,0.13,252.33,75.33,0,NO_COUPON,2,1,4,SEPA,3.0,2,27.83,2166.76,4,0,0,644,826,18.02,0.59
12907,Unknown,35,Germany,2024-08-06,2025-02-21,Facebook Ads,Desktop,Annual,0,16,10.31,4.55,0.8,0.16,244.88,51.73,1,NO_COUPON,3,0,2,Card,2.0,5,27.56,425.24,6,0,0,39,238,15.31,0.61
12908,Male,35,UK,2023-12-09,2024-01-21,Email,Tablet,Monthly,1,16,8.1,3.66,0.59,0.12,477.95,28.93,0,REF10,1,0,2,UPI,3.0,10,8.47,175.58,1,0,0,436,479,29.87,0.51
12909,Male,35,UK,2023-06-19,2023-04-29,Referral,Desktop,Annual,1,12,4.67,2.62,0.52,0.18,913.67,36.19,0,NEW20,2,0,4,BKash,5.0,6,7.53,1655.56,10,0,0,703,652,76.14,0.38
12910,Male,19,USA,2023-08-18,2023-11-26,Organic,Tablet,Monthly,0,15,8.0,2.77,0.13,0.3,411.49,34.35,0,REF10,0,1,3,UPI,4.0,5,5.77,532.68,7,0,0,492,592,27.43,0.36
12911,Male,39,Bangladesh,2023-11-27,2024-08-03,Facebook Ads,Desktop,Monthly,0,6,3.52,5.34,0.71,0.14,615.02,66.24,1,REF10,1,0,3,PayPal,3.0,8,21.74,2512.35,3,0,0,241,491,102.5,0.35
12912,Male,27,Bangladesh,2023-12-20,2023-02-01,Organic,Mobile,Annual,1,15,11.81,5.51,0.47,0.36,498.1,103.08,0,SALE15,1,0,1,BKash,4.0,8,17.89,1429.28,10,0,0,790,468,33.21,0.52
12913,Female,23,UK,2024-01-05,2025-01-17,Facebook Ads,Desktop,Monthly,0,16,7.61,3.47,0.97,0.3,649.12,86.56,1,REF10,1,0,3,BKash,3.0,7,6.75,1890.65,8,0,0,74,452,40.57,0.62
12914,Unknown,27,India,2022-03-29,2025-01-22,Google Ads,Tablet,Annual,1,20,6.84,4.05,0.09,0.35,560.1,98.87,0,SALE15,1,0,6,PayPal,3.0,4,18.62,1256.04,11,0,0,69,1099,28.01,0.39
12915,Male,40,Germany,2024-08-28,2023-11-09,Google Ads,Tablet,Monthly,0,11,10.88,4.68,0.53,0.23,196.32,30.17,0,REF10,0,0,4,Card,4.0,3,22.8,1121.41,11,1,0,509,216,17.85,0.47
12916,Female,48,USA,2022-02-22,2023-09-03,Facebook Ads,Mobile,Annual,1,18,7.64,3.94,0.51,0.46,1352.37,49.98,0,NO_COUPON,3,0,2,UPI,3.0,1,24.93,335.27,8,0,0,576,1134,75.13,0.51
12917,Female,40,Germany,2023-12-15,2023-11-13,Organic,Tablet,Monthly,1,11,12.87,3.55,0.9,0.18,442.4,58.31,0,NO_COUPON,4,0,2,UPI,4.0,5,10.0,624.34,5,0,0,505,473,40.22,0.61
12918,Female,41,USA,2023-12-13,2025-02-11,Referral,Mobile,Annual,0,17,6.08,4.03,0.63,0.33,622.49,50.19,0,SALE15,3,0,6,Card,2.0,3,27.34,2012.46,7,0,0,49,475,36.62,0.5
12919,Male,40,USA,2023-12-08,2024-10-19,Facebook Ads,Mobile,Annual,0,18,6.83,5.49,0.16,0.27,498.1,50.55,0,NO_COUPON,1,1,3,UPI,3.0,6,15.9,944.34,2,0,0,164,480,27.67,0.39
12920,Male,36,UK,2023-02-07,2023-10-23,Facebook Ads,Mobile,Monthly,0,10,10.08,3.25,0.59,0.46,929.97,40.32,1,NEW20,2,0,2,SEPA,4.0,8,18.95,1435.98,13,0,0,526,784,93.0,0.46
